"tool","cutting_depth_ai","tool_diameter_d","diameter_ae","feed_vel_f","revol_n","num_of_inserts_z","feet_per_insert_fz","cut_vel_vc","energy","time","distance"
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11571.9443574042,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11551.9667415421,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11588.9923462971,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11594.7768519952,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11577.5927222413,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11383.9431369132,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11289.2537510432,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11479.4505545019,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11488.9489711128,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11527.2652603991,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11548.6481091481,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11538.605184282,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11594.4314316978,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11581.1227358342,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11580.6780360028,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11379.4371466795,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11376.0559305131,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,12058.2378842492,10.816,0.171073066666667
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,14554.8851981562,15.632,0.247246133333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11571.1750755378,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11584.965677488,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11570.2955546188,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11615.4249530892,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11619.5283615242,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11599.5561817305,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11401.8837953881,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11545.2245128035,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11533.2198662891,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11572.2446518949,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11547.9850697663,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11567.0915901556,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11612.0266468802,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11616.8328120295,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11589.0804915488,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11377.1376161495,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5791.13986769665,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11253.8456479892,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,10816.9343229924,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,10345.5768307052,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,9910.61669094993,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,9434.89471177374,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,9000.72002871792,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,8442.14140716937,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,7775.38874911384,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,6068.44097553498,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11211.2820922133,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11188.2666247099,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11218.5719979475,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11249.8149090273,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11231.151653568,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11273.8615922729,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11308.0488702537,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11245.6897149271,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5969.82335876495,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11101.1522438278,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11099.4173101714,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11138.6111795808,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11175.7438362519,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11184.2589913384,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11226.1246515881,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11224.3903204062,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11159.7497179854,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5940.16522259863,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11241.9213743444,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11197.0897730845,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11209.881026059,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11220.242365644,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11202.7185092076,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11242.1595173726,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11239.3444157637,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11189.4597727444,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5971.73863928042,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11261.9154179869,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11219.3447658882,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11238.0957664824,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11235.2768016778,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11229.6772786737,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11267.7298496556,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11251.753175558,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11196.2218463521,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5946.70929698497,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11219.7928874073,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11207.431658719,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11234.9538615009,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11254.0972662124,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11242.499772945,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11264.2805400634,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11269.2004533349,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11174.4326767827,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5942.68673971996,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11221.2063617786,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11208.4738017866,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11232.0737294288,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11259.9705886223,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11244.6723515014,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11277.936123319,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11283.5154565258,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11178.3478693967,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5939.06521897523,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11310.4152478688,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11267.7226337577,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11282.3426960475,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11306.0222837076,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11286.9888283092,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11311.601037435,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11301.4854614919,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11199.0917593513,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5953.0586984944,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11268.3693097457,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11245.6751221647,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11275.1399007804,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11286.6140155302,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11271.4662268918,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11297.0626035535,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11295.4888617433,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11183.7222370691,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5901.83685622626,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11233.7198923638,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11232.482409558,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11278.8484354123,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11311.148933145,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11304.3173955969,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11327.5987981433,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11323.8899783707,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11215.8495716474,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5930.00263064241,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11296.4909425503,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11281.2428349944,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11296.6693946038,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11317.6846004813,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11296.3450885113,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11323.282463231,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11324.3500114103,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11223.3134407694,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5943.53744303767,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11322.933851198,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11292.9448047139,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11322.2758983574,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11335.9888868635,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11309.5034876607,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11334.8049231173,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11330.6133418363,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11222.2421903607,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5924.7485463319,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11282.7301837881,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11275.5403946136,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11310.4490370353,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11328.2706998803,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11315.0183422893,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11340.3562389561,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11331.591038519,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11239.0560235954,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5938.78042785732,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11387.2437916494,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11335.8926702919,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11341.1761654803,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11357.3044930098,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11316.8953679679,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11351.5515735367,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11347.7309050466,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11243.4012175004,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5921.80550395521,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11364.8665746879,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11321.4061917954,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11360.0128462393,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11364.221857892,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11346.2543732012,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11377.5878072378,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11370.0355997043,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11261.4004631799,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5938.00911781311,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11263.4789499223,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11264.9926650276,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11296.9546640221,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11320.3750174445,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11303.390992037,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11348.7359614342,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11343.792478069,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11210.8186328869,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5894.29249465956,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11420.9022946999,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11379.0851083598,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11405.9060445173,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11446.0218748114,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11370.7365489948,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11403.1894314071,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11390.3957133458,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11263.6474680436,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,6045.57271418922,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11316.6524465344,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11272.4099872388,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11265.8730137743,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11274.8681479484,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11250.1903472761,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11267.627704918,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11252.7468677111,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11136.4140651318,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5912.8188274206,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11250.0813453659,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11265.230941428,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11306.7922692276,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11335.7648490992,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11334.4009202144,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11377.7680943093,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11367.7340915859,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11241.363809407,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5927.8679665938,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11386.9479904233,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11293.2959876117,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11316.9033657031,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11299.9519291118,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11339.1881970955,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11334.8404277266,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11208.3854541771,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5915.52802687401,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11301.7460478483,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11284.8914532985,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11361.6637047968,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11374.0811981731,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11356.7795996715,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11392.740645625,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11377.9959584771,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11248.8349864078,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5900.28936575168,9.608,0.151966533333333
